Date	Purchase (£)	Company_name	Resolution time(mins)	Customer satisfaction score
17/06/2023	877.15	Jerry-Sound.com	263	100
13/06/2023	1164.00	Universal Songs 	717	50
27/06/2023	867.88	Jerry-Sound.com	663	66
16/06/2023	814.49	Jerry-Sound.com	220	97
19/06/2023	873.44	Jerry-Sound.com	427	90
06/06/2023	643.60	Universal Songs 	534	79
17/06/2023	786.33	Jerry-Sound.com	310	100
01/06/2023	1032.28	Universal Songs 	312	97
19/06/2023	1175.93	Jerry-Sound.com	426	94
14/06/2023	776.83	Universal Songs 	782	20
30/06/2023	663.59	Jerry-Sound.com	850	60
02/06/2023	914.80	Universal Songs 	359	100
23/06/2023	1031.89	Jerry-Sound.com	544	82
13/06/2023	845.71	Universal Songs 	703	56
21/06/2023	720.81	Jerry-Sound.com	484	86
10/06/2023	1023.58	Universal Songs 	606	64
28/06/2023	900.77	Jerry-Sound.com	726	53
14/06/2023	765.55	Universal Songs 	795	51
26/06/2023	865.13	Jerry-Sound.com	644	67
08/06/2023	960.72	Universal Songs 	574	77
17/06/2023	904.54	Jerry-Sound.com	265	100
03/06/2023	893.42	Universal Songs 	399	93
16/06/2023	718.18	Jerry-Sound.com	246	100
14/06/2023	1170.18	Universal Songs 	739	43
27/06/2023	880.07	Jerry-Sound.com	672	74
10/06/2023	923.74	Universal Songs 	607	62
25/06/2023	858.22	Jerry-Sound.com	602	74
03/06/2023	1003.08	Universal Songs 	417	80
23/06/2023	1163.10	Jerry-Sound.com	550	75
13/06/2023	862.71	Universal Songs 	717	32
25/06/2023	667.76	Jerry-Sound.com	603	70
08/06/2023	891.59	Universal Songs 	568	73
17/06/2023	797.56	Jerry-Sound.com	334	100
07/06/2023	978.27	Universal Songs 	548	76
23/06/2023	1005.21	Jerry-Sound.com	554	80
01/06/2023	941.71	Universal Songs 	291	100
18/06/2023	974.42	Jerry-Sound.com	357	100
12/06/2023	734.98	Universal Songs 	681	65
29/06/2023	680.61	Jerry-Sound.com	810	47
07/06/2023	756.67	Universal Songs 	537	77
29/06/2023	760.81	Jerry-Sound.com	844	57
07/06/2023	868.74	Universal Songs 	549	75
20/06/2023	1082.18	Jerry-Sound.com	446	86
05/06/2023	954.58	Universal Songs 	481	91
25/06/2023	842.36	Jerry-Sound.com	594	70
08/06/2023	700.07	Universal Songs 	562	76
24/06/2023	826.84	Jerry-Sound.com	556	79
15/06/2023	872.64	Universal Songs 	848	57
28/06/2023	968.28	Jerry-Sound.com	782	49
13/06/2023	969.77	Universal Songs 	698	45
20/06/2023	576.99	Jerry-Sound.com	436	86
04/06/2023	925.57	Universal Songs 	447	84
23/06/2023	870.20	Jerry-Sound.com	535	79
16/06/2023	837.44	Jerry-Sound.com	256	100
27/06/2023	425.97	Jerry-Sound.com	681	71
11/06/2023	916.97	Universal Songs 	665	70
27/06/2023	884.48	Jerry-Sound.com	715	62
12/06/2023	916.91	Universal Songs 	688	66
01/07/2023	900.82	Jerry-Sound.com	935	48
06/06/2023	695.73	Universal Songs 	512	90
02/06/2023	987.44	Universal Songs 	394	100
28/06/2023	761.79	Jerry-Sound.com	750	64
03/06/2023	949.65	Universal Songs 	436	86
29/06/2023	794.58	Jerry-Sound.com	794	60
07/06/2023	905.77	Universal Songs 	545	75
20/06/2023	801.11	Jerry-Sound.com	433	85
14/06/2023	845.91	Universal Songs 	756	52
18/06/2023	887.68	Jerry-Sound.com	351	95
08/06/2023	925.26	Universal Songs 	570	71
28/06/2023	1104.21	Jerry-Sound.com	739	50
05/06/2023	1055.37	Universal Songs 	476	82
23/06/2023	873.93	Jerry-Sound.com	536	79
03/06/2023	694.83	Universal Songs 	413	85
19/06/2023	984.94	Jerry-Sound.com	399	85
12/06/2023	751.19	Universal Songs 	696	62
21/06/2023	1012.13	Jerry-Sound.com	470	85
03/06/2023	1144.74	Universal Songs 	432	87
28/06/2023	931.09	Jerry-Sound.com	731	57
06/06/2023	804.21	Universal Songs 	512	89
18/06/2023	717.86	Jerry-Sound.com	386	88
03/06/2023	956.98	Universal Songs 	425	82
22/06/2023	777.25	Jerry-Sound.com	496	77
11/06/2023	920.87	Universal Songs 	643	67
10/06/2023	1060.67	Universal Songs 	624	60
27/06/2023	1003.12	Jerry-Sound.com	659	74
02/06/2023	992.12	Universal Songs 	359	100
21/06/2023	952.94	Jerry-Sound.com	495	76
02/06/2023	818.19	Universal Songs 	381	94
22/06/2023	733.19	Jerry-Sound.com	499	78
13/06/2023	1097.60	Universal Songs 	721	55
25/06/2023	882.24	Jerry-Sound.com	600	67
08/06/2023	746.70	Universal Songs 	573	72
28/06/2023	771.82	Jerry-Sound.com	751	56
03/06/2023	889.03	Universal Songs 	402	95
17/06/2023	1012.92	Jerry-Sound.com	332	100
11/06/2023	927.49	Universal Songs 	652	69
26/06/2023	964.82	Jerry-Sound.com	640	75
15/06/2023	730.13	Universal Songs 	969	53
19/06/2023	787.86	Jerry-Sound.com	399	87
06/06/2023	760.21	Universal Songs 	523	72
21/06/2023	863.84	Jerry-Sound.com	487	80
08/06/2023	939.10	Universal Songs 	578	72
14/06/2023	933.01	Universal Songs 	745	54
25/06/2023	1079.20	Jerry-Sound.com	590	69
11/06/2023	1089.64	Universal Songs 	663	60
28/06/2023	1087.59	Jerry-Sound.com	734	57
13/06/2023	947.68	Universal Songs 	731	48
24/06/2023	800.43	Jerry-Sound.com	563	79
15/06/2023	814.31	Universal Songs 	845	58
25/06/2023	1134.45	Jerry-Sound.com	612	73
11/06/2023	734.16	Universal Songs 	664	64
10/06/2023	735.26	Universal Songs 	624	64
01/07/2023	1172.82	Jerry-Sound.com	905	65
02/06/2023	905.98	Universal Songs 	349	99
21/06/2023	930.68	Jerry-Sound.com	472	90
09/06/2023	926.32	Universal Songs 	580	75
18/06/2023	812.94	Jerry-Sound.com	370	100
11/06/2023	796.34	Universal Songs 	659	67
01/07/2023	1089.55	Jerry-Sound.com	928	58
04/06/2023	655.73	Universal Songs 	459	91
20/06/2023	906.19	Jerry-Sound.com	458	90
09/06/2023	987.90	Universal Songs 	588	75
25/06/2023	1013.57	Jerry-Sound.com	610	70
10/06/2023	933.28	Universal Songs 	625	65
24/06/2023	787.46	Jerry-Sound.com	574	79
03/06/2023	783.25	Universal Songs 	406	100
16/06/2023	779.86	Jerry-Sound.com	241	100
01/06/2023	1029.82	Universal Songs 	298	95
21/06/2023	1026.52	Jerry-Sound.com	489	81
05/06/2023	1063.03	Universal Songs 	485	80
22/06/2023	875.48	Jerry-Sound.com	519	83
04/06/2023	878.39	Universal Songs 	470	88
24/06/2023	946.82	Jerry-Sound.com	559	81
01/06/2023	730.18	Universal Songs 	306	97
23/06/2023	1022.61	Jerry-Sound.com	551	81
14/06/2023	707.59	Universal Songs 	746	48
25/06/2023	885.94	Jerry-Sound.com	616	66
01/06/2023	914.20	Universal Songs 	306	96
21/06/2023	707.99	Jerry-Sound.com	491	84
04/06/2023	762.25	Universal Songs 	436	89
27/06/2023	927.31	Jerry-Sound.com	684	60
07/06/2023	906.86	Universal Songs 	553	72
27/06/2023	1075.10	Jerry-Sound.com	704	64
06/06/2023	941.40	Universal Songs 	531	78
18/06/2023	733.72	Jerry-Sound.com	396	93
03/06/2023	969.33	Universal Songs 	426	87
27/06/2023	875.79	Jerry-Sound.com	667	75
05/06/2023	856.25	Universal Songs 	485	90
25/06/2023	1221.84	Jerry-Sound.com	605	69
16/06/2023	1039.59	Jerry-Sound.com	239	100
18/06/2023	935.07	Jerry-Sound.com	357	95
06/06/2023	956.44	Universal Songs 	523	74
27/06/2023	825.03	Jerry-Sound.com	707	58
06/06/2023	853.22	Universal Songs 	532	78
17/06/2023	698.10	Jerry-Sound.com	264	100
06/06/2023	981.82	Universal Songs 	506	87
24/06/2023	857.91	Jerry-Sound.com	582	65
14/06/2023	861.83	Universal Songs 	771	42
22/06/2023	805.56	Jerry-Sound.com	519	82
16/06/2023	1181.05	Jerry-Sound.com	210	100
07/06/2023	915.97	Universal Songs 	555	78
16/06/2023	840.67	Jerry-Sound.com	247	100
13/06/2023	993.48	Universal Songs 	698	21
29/06/2023	1102.00	Jerry-Sound.com	824	61
01/06/2023	1043.39	Universal Songs 	284	100
18/06/2023	975.57	Jerry-Sound.com	391	92
16/06/2023	969.69	Jerry-Sound.com	234	100
18/06/2023	973.76	Jerry-Sound.com	360	97
04/06/2023	860.33	Universal Songs 	446	83
21/06/2023	884.58	Jerry-Sound.com	467	91
11/06/2023	692.45	Universal Songs 	637	67
23/06/2023	884.85	Jerry-Sound.com	537	80
04/06/2023	864.65	Universal Songs 	457	83
01/07/2023	783.74	Jerry-Sound.com	922	61
13/06/2023	771.13	Universal Songs 	704	48
26/06/2023	961.10	Jerry-Sound.com	630	72
10/06/2023	959.73	Universal Songs 	632	60
22/06/2023	1112.10	Jerry-Sound.com	500	81
03/06/2023	829.40	Universal Songs 	424	91
25/06/2023	1031.46	Jerry-Sound.com	606	73
03/06/2023	1065.79	Universal Songs 	432	91
01/06/2023	708.98	Universal Songs 	327	98
21/06/2023	897.11	Jerry-Sound.com	493	80
03/06/2023	961.24	Universal Songs 	420	90
23/06/2023	818.10	Jerry-Sound.com	538	84
03/06/2023	905.12	Universal Songs 	431	85
19/06/2023	585.06	Jerry-Sound.com	418	87
02/06/2023	699.61	Universal Songs 	363	100
25/06/2023	1168.02	Jerry-Sound.com	616	69
03/06/2023	862.16	Universal Songs 	409	100
16/06/2023	791.79	Jerry-Sound.com	246	100
01/06/2023	846.43	Universal Songs 	340	94
23/06/2023	1088.73	Jerry-Sound.com	526	76
02/06/2023	911.62	Universal Songs 	393	100
24/06/2023	843.75	Jerry-Sound.com	586	68
12/06/2023	617.52	Universal Songs 	682	65
28/06/2023	1005.29	Jerry-Sound.com	772	57
13/06/2023	644.90	Universal Songs 	703	53
23/06/2023	824.32	Jerry-Sound.com	528	82
08/06/2023	722.26	Universal Songs 	577	80
23/06/2023	986.57	Jerry-Sound.com	537	76
16/06/2023	960.91	Jerry-Sound.com	230	100
20/06/2023	906.87	Jerry-Sound.com	461	92
01/06/2023	923.81	Universal Songs 	310	93
26/06/2023	953.94	Jerry-Sound.com	641	68
10/06/2023	905.15	Universal Songs 	626	63
25/06/2023	630.93	Jerry-Sound.com	603	69
03/06/2023	957.32	Universal Songs 	429	91
23/06/2023	865.75	Jerry-Sound.com	540	75
10/06/2023	729.13	Universal Songs 	631	68
24/06/2023	966.00	Jerry-Sound.com	587	67
05/06/2023	960.50	Universal Songs 	485	86
21/06/2023	1002.31	Jerry-Sound.com	476	84
03/06/2023	864.39	Universal Songs 	414	82
22/06/2023	942.43	Jerry-Sound.com	513	78
05/06/2023	873.22	Universal Songs 	484	82
26/06/2023	844.44	Jerry-Sound.com	623	68
15/06/2023	906.96	Universal Songs 	833	54
30/06/2023	870.33	Jerry-Sound.com	849	26
02/06/2023	1171.51	Universal Songs 	368	93
20/06/2023	810.25	Jerry-Sound.com	460	91
03/06/2023	683.55	Universal Songs 	411	100
17/06/2023	848.18	Jerry-Sound.com	298	100
16/06/2023	965.94	Jerry-Sound.com	213	99
27/06/2023	808.34	Jerry-Sound.com	659	72
07/06/2023	999.33	Universal Songs 	550	73
16/06/2023	981.67	Jerry-Sound.com	260	95
01/06/2023	726.33	Universal Songs 	334	100
27/06/2023	840.89	Jerry-Sound.com	693	57
07/06/2023	731.78	Universal Songs 	542	75
22/06/2023	737.76	Jerry-Sound.com	521	82
11/06/2023	800.35	Universal Songs 	637	63
17/06/2023	1026.59	Jerry-Sound.com	337	100
11/06/2023	1036.28	Universal Songs 	651	67
26/06/2023	978.24	Jerry-Sound.com	635	72
01/06/2023	813.79	Universal Songs 	294	100
21/06/2023	963.60	Jerry-Sound.com	477	90
08/06/2023	898.76	Universal Songs 	562	77
28/06/2023	886.46	Jerry-Sound.com	755	37
13/06/2023	869.00	Universal Songs 	707	42
22/06/2023	880.49	Jerry-Sound.com	520	76
14/06/2023	995.22	Universal Songs 	744	42
19/06/2023	945.49	Jerry-Sound.com	407	88
02/06/2023	1023.38	Universal Songs 	367	100
01/07/2023	736.78	Jerry-Sound.com	919	58
03/06/2023	802.45	Universal Songs 	435	88
25/06/2023	831.61	Jerry-Sound.com	601	69
05/06/2023	962.76	Universal Songs 	483	81
17/06/2023	952.89	Jerry-Sound.com	328	100
05/06/2023	978.84	Universal Songs 	488	81
27/06/2023	1100.54	Jerry-Sound.com	669	73
16/06/2023	907.23	Jerry-Sound.com	230	100
27/06/2023	828.24	Jerry-Sound.com	666	74
09/06/2023	856.52	Universal Songs 	593	69
25/06/2023	1062.57	Jerry-Sound.com	591	73
02/06/2023	992.11	Universal Songs 	369	100
22/06/2023	693.58	Jerry-Sound.com	508	83
04/06/2023	1033.10	Universal Songs 	465	82
28/06/2023	793.70	Jerry-Sound.com	727	47
12/06/2023	983.38	Universal Songs 	668	59
22/06/2023	893.85	Jerry-Sound.com	525	80
14/06/2023	862.90	Universal Songs 	746	23
28/06/2023	838.71	Jerry-Sound.com	766	43
10/06/2023	928.67	Universal Songs 	628	67
25/06/2023	808.38	Jerry-Sound.com	595	75
05/06/2023	935.80	Universal Songs 	489	89
22/06/2023	794.92	Jerry-Sound.com	497	82
03/06/2023	899.29	Universal Songs 	412	94
21/06/2023	1057.07	Jerry-Sound.com	474	85
14/06/2023	887.49	Universal Songs 	782	48
21/06/2023	862.63	Jerry-Sound.com	472	86
07/06/2023	1058.51	Universal Songs 	540	70
28/06/2023	833.97	Jerry-Sound.com	741	59
16/06/2023	830.69	Jerry-Sound.com	207	100
25/06/2023	909.56	Jerry-Sound.com	613	65
10/06/2023	1050.98	Universal Songs 	627	62
19/06/2023	1010.28	Jerry-Sound.com	411	85
03/06/2023	638.33	Universal Songs 	397	100
19/06/2023	919.89	Jerry-Sound.com	421	85
10/06/2023	1022.09	Universal Songs 	596	58
20/06/2023	820.15	Jerry-Sound.com	438	86
12/06/2023	894.16	Universal Songs 	690	66
16/06/2023	858.91	Jerry-Sound.com	254	100
08/06/2023	734.45	Universal Songs 	567	74
26/06/2023	945.88	Jerry-Sound.com	627	70
04/06/2023	1047.96	Universal Songs 	453	81
20/06/2023	805.51	Jerry-Sound.com	435	94
15/06/2023	700.25	Universal Songs 	877	54
26/06/2023	789.03	Jerry-Sound.com	624	73
15/06/2023	842.02	Universal Songs 	874	47
19/06/2023	862.45	Jerry-Sound.com	411	85
01/06/2023	969.80	Universal Songs 	325	100
02/06/2023	817.00	Universal Songs 	379	100
27/06/2023	826.09	Jerry-Sound.com	673	72
03/06/2023	847.80	Universal Songs 	425	85
20/06/2023	1013.53	Jerry-Sound.com	450	94
12/06/2023	959.04	Universal Songs 	670	59
21/06/2023	1002.32	Jerry-Sound.com	491	84
05/06/2023	780.01	Universal Songs 	495	88
24/06/2023	829.90	Jerry-Sound.com	590	65
16/06/2023	800.15	Jerry-Sound.com	220	100
22/06/2023	894.18	Jerry-Sound.com	497	76
16/06/2023	1123.99	Universal Songs 	1028	57
22/06/2023	918.81	Jerry-Sound.com	522	81
10/06/2023	851.21	Universal Songs 	629	61
27/06/2023	1077.56	Jerry-Sound.com	674	67
06/06/2023	764.86	Universal Songs 	526	71
26/06/2023	852.56	Jerry-Sound.com	650	69
07/06/2023	821.40	Universal Songs 	547	77
16/06/2023	898.89	Jerry-Sound.com	201	100
04/06/2023	850.40	Universal Songs 	446	88
21/06/2023	897.95	Jerry-Sound.com	487	78
16/06/2023	817.16	Jerry-Sound.com	240	100
21/06/2023	700.28	Jerry-Sound.com	491	79
01/06/2023	758.43	Universal Songs 	334	100
28/06/2023	827.63	Jerry-Sound.com	748	49
10/06/2023	863.86	Universal Songs 	632	67
14/06/2023	794.89	Universal Songs 	766	53
20/06/2023	813.13	Jerry-Sound.com	455	94
16/06/2023	833.49	Universal Songs 	957	38
12/06/2023	1065.59	Universal Songs 	679	62
22/06/2023	901.85	Jerry-Sound.com	505	84
14/06/2023	883.61	Universal Songs 	819	50
17/06/2023	1088.78	Jerry-Sound.com	261	100
12/06/2023	802.36	Universal Songs 	683	61
28/06/2023	762.97	Jerry-Sound.com	756	61
10/06/2023	869.51	Universal Songs 	613	58
24/06/2023	1077.51	Jerry-Sound.com	565	78
01/06/2023	910.23	Universal Songs 	326	94
19/06/2023	851.41	Jerry-Sound.com	427	90
02/06/2023	966.14	Universal Songs 	365	97
20/06/2023	1077.77	Jerry-Sound.com	429	88
10/06/2023	962.52	Universal Songs 	599	60
23/06/2023	736.37	Jerry-Sound.com	545	77
08/06/2023	1207.47	Universal Songs 	574	72
19/06/2023	1060.76	Jerry-Sound.com	404	86
12/06/2023	1059.78	Universal Songs 	670	69
23/06/2023	940.98	Jerry-Sound.com	541	82
02/06/2023	984.54	Universal Songs 	377	94
21/06/2023	1025.41	Jerry-Sound.com	473	91
12/06/2023	863.03	Universal Songs 	692	64
21/06/2023	987.60	Jerry-Sound.com	480	90
09/06/2023	778.34	Universal Songs 	579	71
11/06/2023	870.23	Universal Songs 	658	66
21/06/2023	909.84	Jerry-Sound.com	480	94
11/06/2023	929.83	Universal Songs 	646	65
26/06/2023	828.88	Jerry-Sound.com	647	67
04/06/2023	1009.30	Universal Songs 	471	88
26/06/2023	956.92	Jerry-Sound.com	630	70
10/06/2023	888.34	Universal Songs 	617	69
22/06/2023	1080.01	Jerry-Sound.com	505	81
11/06/2023	1075.55	Universal Songs 	640	68
26/06/2023	849.05	Jerry-Sound.com	642	67
15/06/2023	956.65	Universal Songs 	908	57
27/06/2023	834.92	Jerry-Sound.com	676	66
15/06/2023	879.06	Universal Songs 	911	38
25/06/2023	928.27	Jerry-Sound.com	600	75
05/06/2023	1225.53	Universal Songs 	493	81
28/06/2023	869.30	Jerry-Sound.com	778	49
02/06/2023	1087.92	Universal Songs 	391	100
15/06/2023	854.58	Universal Songs 	830	50
26/06/2023	824.75	Jerry-Sound.com	616	75
01/06/2023	751.18	Universal Songs 	327	100
23/06/2023	870.81	Jerry-Sound.com	541	78
12/06/2023	944.13	Universal Songs 	689	67
17/06/2023	960.48	Jerry-Sound.com	312	97
15/06/2023	970.79	Universal Songs 	858	49
22/06/2023	881.07	Jerry-Sound.com	496	80
13/06/2023	920.46	Universal Songs 	705	52
26/06/2023	811.71	Jerry-Sound.com	655	73
03/06/2023	967.25	Universal Songs 	407	100
26/06/2023	1026.11	Jerry-Sound.com	625	72
13/06/2023	710.11	Universal Songs 	697	51
23/06/2023	967.39	Jerry-Sound.com	556	81
11/06/2023	939.42	Universal Songs 	651	59
13/06/2023	863.54	Universal Songs 	732	58
29/06/2023	876.92	Jerry-Sound.com	810	44
11/06/2023	966.83	Universal Songs 	651	66
26/06/2023	823.62	Jerry-Sound.com	639	75
05/06/2023	857.03	Universal Songs 	501	86
21/06/2023	971.50	Jerry-Sound.com	475	85
15/06/2023	921.21	Universal Songs 	925	37
20/06/2023	750.84	Jerry-Sound.com	443	93
13/06/2023	953.87	Universal Songs 	718	36
03/06/2023	866.77	Universal Songs 	415	81
26/06/2023	653.99	Jerry-Sound.com	634	65
11/06/2023	864.46	Universal Songs 	663	65
23/06/2023	904.76	Jerry-Sound.com	538	80
02/06/2023	878.79	Universal Songs 	363	100
19/06/2023	880.90	Jerry-Sound.com	407	93
10/06/2023	609.02	Universal Songs 	629	67
21/06/2023	827.60	Jerry-Sound.com	488	76
11/06/2023	799.40	Universal Songs 	664	64
30/06/2023	1065.45	Jerry-Sound.com	899	64
01/06/2023	775.63	Universal Songs 	299	97
19/06/2023	920.97	Jerry-Sound.com	410	89
06/06/2023	868.69	Universal Songs 	516	71
13/06/2023	999.88	Universal Songs 	703	47
29/06/2023	855.85	Jerry-Sound.com	843	47
09/06/2023	701.20	Universal Songs 	583	77
